county,latitude,longitude,crop_name,soil_pH,nitrogen,phosphorus,potassium,organic_carbon,calcium,magnesium,target_fertilizer,rich_advice_text
Trans Nzoia,1.0581,34.9593,Hay,5.3,0.15,15.0,0.6,1.49,2.1,1.49,NPK 23:23:0,"All fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crop's growth. Nitrogen, phosphorus and zinc are deficient. Soil organic matter should be improved. Recommendations: Improve soil organic matter by applying 2-4 tons/acre of well decomposed manure or compost. Also apply 100 kg/acre of compound fertilizer N:P:K 23:23:0."
Trans Nzoia,1.0581,34.9593,Hay,5.86,0.13,10.0,0.54,1.25,2.0,2.09,NPK 23:23:0,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crop's growth. Nitrogen, phosphorus and zinc are deficient. Soil organic matter should be improved. Recommendations: Improve soil organic matter by applying 4 tons/acre of well decomposed manure or compost. Also apply 100 kg/acre of compound fertilizer N:P:K 23:23:0."
Trans Nzoia,1.0581,34.9593,Hay,5.76,0.14,10.0,0.44,1.38,2.0,2.92,NPK 23:23:0,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crop's growth. Nitrogen, phosphorus and zinc are deficient. Soil organic matter should be improved. Recommendations: Improve soil organic matter by applying 4 tons/acre of well decomposed manure or compost. Also apply 100 kg/acre of compound fertilizer N:P:K 23:23:0."
Trans Nzoia,1.0581,34.9593,Nan,5.31,0.12,40.0,0.6,1.2,3.1,3.21,NPK 23:23:0,"The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizers like DAP and urea should be avoided. Nitrogen, phosphorus and zinc are deficient. Soil organic matter should be improved. Recommendations: During land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN).  Application of organic manure often corrects zinc deficiency."
Trans Nzoia,1.0581,34.9593,Nan,4.8,0.1,35.0,0.42,0.97,2.3,1.42,NPK 23:23:0,"The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizers like DAP and urea should be avoided. Nitrogen, phosphorus and zinc are deficient. Soil organic matter should be improved. Recommendations: During land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN).  Application of organic manure often corrects zinc deficiency."
Trans Nzoia,1.0581,34.9593,Nan,5.0,0.11,15.0,1.16,1.01,5.5,2.46,NPK 23:23:0,"The soil reaction (pH) is acidic for plants' growth. Hence, acidifying fertilizers like DAP and urea should be avoided. Nitrogen, phosphorus and zinc are deficient. Soil organic matter should be improved. Recommendations: During land preparation apply 4 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN).  Application of organic manure often corrects zinc deficiency."
Bungoma,0.5695,34.5584,Tomato,6.97,0.22,154.0,1.26,2.54,18.0,3.46,Manure / Compost,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Tomato: At the start of flowering apply 100 kg/acre of ammonium sulphate (AS). At early fruiting stage top dress with 50 kg/acre of AS. 
Onion: One month after planting top dress with 60 kg/acre of AS. 
Vegetables: Top dress with 50 kg/acre of AS when plants are 20-25 cm high followed by 50 kg/acre of AS 3-4 weeks later. "
Bungoma,0.5695,34.5584,Tomato,6.6,0.2,205.0,1.9,2.21,19.8,3.65,Manure / Compost,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Tomato: At the start of flowering apply 100 kg/acre of ammonium sulphate (AS). At early fruiting stage top dress with 50 kg/acre of AS. 
Onion: One month after planting top dress with 60 kg/acre of AS. 
Vegetables: Top dress with 50 kg/acre of AS when plants are 20-25 cm high followed by 50 kg/acre of AS 3-4 weeks later. "
Bungoma,0.5695,34.5584,Tomato,5.95,0.3,227.0,1.78,3.43,19.6,4.11,Manure / Compost,"The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content is sufficient. To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Tomato: At the start of flowering apply 100 kg/acre of ammonium sulphate (AS). At early fruiting stage top dress with 50 kg/acre of AS. 
Onion: One month after planting top dress with 60 kg/acre of AS. 
Vegetables: Top dress with 50 kg/acre of AS when plants are 20-25 cm high followed by 50 kg/acre of AS 3-4 weeks later. "
Uasin Gishu,0.5143,35.2697,Horticultural,4.75,0.22,1.4,0.72,2.55,1.4,2.12,NPK 23:23:0,"The soil reaction (pH) is acidic for crops' growth. Phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise soil pH and calcium content apply through broadcasting 500 kg/acre of agricultural lime one month before planting. At land preparation apply 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. 
Horticultural crops: At planting time apply 140 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later. 
Spinach: At planting time apply 140 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks. 
Managu: Prior to sowing apply 140 kg/acre of N:P:K 23:23:0. Mix well with the soil. Top dress with 50 kg/acre of CAN when plants have started growing well after transplanting. After the flowering stage the plants should be tipped-off to encourage branching for higher leaf yields. "
Bungoma,0.5695,34.5584,Ginger,5.34,0.07,4.4,0.12,0.87,3.8,1.48,NPK 17:17:17,"The soil reaction (pH) is acidic for 
Ginger cultivation. Nitrogen, phosphorus, potassium, manganese, copper and zinc are deficient. Soil organic matter content is low. The ginger plant grows best in loose, well drained soil with a pH of 5.5 to 6.5 high in organic matter. At land preparation apply through broadcasting 5 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 150 kg/acre of N:P:K 17:17:17. Top dress with 120 kg/acre of CAN in two equal split doses at the 45 and 90 days after planting. Commercial liquid fertilizer (a foliar feed) containing manganese, copper and zinc should be used to control the deficiency."
Bungoma,0.5695,34.5584,Ginger,5.51,0.06,5.6,0.22,0.79,3.2,1.5,NPK 17:17:17,"The soil reaction (pH) is satisfactory for 
Ginger cultivation. Nitrogen, phosphorus, potassium, manganese, copper and zinc are deficient. Soil organic matter content is low. The ginger plant grows best in loose, well drained soil with a pH of 5.5 to 6.5 high in organic matter. At land preparation apply through broadcasting 5 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 150 kg/acre of N:P:K 17:17:17. Top dress with 120 kg/acre of CAN in two equal split doses at the 45 and 90 days after planting. Commercial liquid fertilizer (a foliar feed) containing manganese, copper and zinc should be used to control the deficiency."
Bungoma,0.5695,34.5584,Passion Fruits,5.12,0.1,0.1,0.24,1.18,5.8,1.96,NPK 17:17:17,"The soil reaction (pH) is acidic for crops' growth. Nitrogen, phosphorus, manganese and zinc are deficient. Soil organic matter content is low. 
Passion fruits: Mix top soil with 2 handfuls of well decomposed manure or compost and 100 gm of N:P:K 17:17:17 per planting hole. Fill the planting hole with this mixture using extra top soil if necessary. This should be done at least three weeks before transplanting. To stimulate the plants' growth top dress with 100 gm/plant of CAN. The fertilizer quantity should be split and applied 1-2 weeks after the onset of the rains. Spray growing plants with a foliar feed containing manganese and zinc. 
Strawberry: At land preparation apply 4 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 150 kg/acre of N:P:K 17:17:17. At flowering time top dress with 75 kg/acre of CAN. Spray growing plants with a foliar feed containing manganese and zinc. Mulching is recommended to reduce weeds, conserve moisture and keep the fruits clean. 
Avocado: They grow on soils with a pH of 5.5-7.0. At transplanting time apply 20 kg of well decomposed manure or compost mixed well with 150 gm of N:P:K 17:17:17 and top soil per planting hole. Top dress with 200 gm per tree of CAN. The fertilizer should be used in two equal split applications during the year at the beginning of rains. Spray growing trees with a foliar feed containing manganese and zinc."
Uasin Gishu,0.5143,35.2697,Macadamia,4.74,0.27,22.0,0.42,3.0,0.4,2.34,NPK 17:17:17,"The soil reaction (pH) is acidic for crops' growth. Phosphorus, potassium, calcium and zinc are deficient. Soil organic matter content is sufficient. 
Macadamia: Macadamia nut trees can be grown on well-drained soils with a pH of 5.0-6.5. To raise soil pH and calcium content apply 400 kg/acre of agricultural lime one month before planting. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of N:P:K 17:17:17 and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of the rains. Spray growing trees with a foliar feed containing zinc. "
Uasin Gishu,0.5143,35.2697,Macadamia,4.77,0.2,9.0,0.22,2.23,0.2,2.19,NPK 17:17:17,"The soil reaction (pH) is acidic for crops' growth. Phosphorus, potassium, calcium and zinc are deficient. Soil organic matter content is sufficient. 
Macadamia: Macadamia nut trees can be grown on well-drained soils with a pH of 5.0-6.5. To raise soil pH and calcium content apply 400 kg/acre of agricultural lime one month before planting. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of N:P:K 17:17:17 and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of the rains. Spray growing trees with a foliar feed containing zinc. "
Trans Nzoia,1.0581,34.9593,Avocado,4.89,0.18,50.0,0.5,2.11,0.8,1.19,NPK 23:23:0,"The soil reaction (pH) is acidic for crops' growth. Nitrogen, calcium, copper and zinc are deficient. Soil organic matter content should be improved. To raise soil pH and calcium content apply 400 kg/acre of agricultural lime one month before planting. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed with 50 gm of N:P:K 23:23:0 and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. Spray growing trees with a foliar feed containing copper and zinc. 
Pawpaw: They prefer a soil with a pH of 6.0-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed with 50 gm of N:P:K 23:23:0 and top soil per planting hole. Two months after transplanting apply 50 gm of CAN per tree. Apply 100 gm/tree per year of CAN at the beginning of rains. Spray growing trees with a foliar feed containing copper and zinc. 
Sweet potato: Just before planting apply 2 ton/acre of well decomposed manure or compost, 5 kg/acre of copper sulphate, 5 kg/acre of zinc sulphate and 50 kg/acre of N:P:K 23:23:0. The fertilizer should be well worked into the soil."
Trans Nzoia,1.0581,34.9593,Spinach,5.12,0.23,22.0,0.27,2.6,2.0,1.67,NPK 23:23:0,"The soil reaction (pH) is acidic for crops' growth. Phosphorus and zinc are deficient. Soil organic matter content should be improved. 
Spinach/ 
Kale: At planting time apply 100 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks. Spray growing plants with a foliar feed containing zinc. 
Nightshade: Prior to sowing apply 100 kg/acre of N:P:K 23:23:0. Mix well with the soil. Top dress with 50 kg/acre of CAN six weeks later after planting. Spray growing plants with a foliar feed containing zinc. After the flowering stage the plants should be tipped-off to encourage branching for higher leaf yields. "
Trans Nzoia,1.0581,34.9593,Avocado,4.99,0.22,18.0,0.38,2.59,1.8,1.47,NPK 23:23:0,"The soil reaction (pH) is acidic for trees' growth. Phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise soil pH and calcium content apply 400 kg/acre of agricultural lime one month before planting. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed with 100 gm of N:P:K 23:23:0 and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. Spray growing trees with a foliar feed containing zinc. 
Pawpaw: They prefer a soil with a pH of 6.0-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed with 100 gm of N:P:K 23:23:0 and top soil per planting hole. Two months after transplanting apply 50 gm of CAN per tree. Apply 100 gm/tree per year of CAN at the beginning of rains. Spray growing trees with a foliar feed containing zinc."
Uasin Gishu,0.2041995,35.4121912,Maize,5.85,0.29,12.1,1.22,3.17,22.1,3.62,NPK 23:23:0,"The soil reaction (pH) is moderately acid. 
Maize: During land preparation apply through broadcasting 10 kg/ha of zinc suphate and work into the soil before planting. At planting apply 300 kg/ha of N:P:K 23:23:0 fertilizer together with 4 t/ha of farmyard manure or compost. When maize is about a knee high, topdress with 80 kg/ha of calcium ammonium nitrate (CAN)."
Uasin Gishu,0.5143,35.2697,Maize,5.17,0.2,20.0,0.8,2.01,2.1,6.48,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 200 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.02,0.15,10.0,0.36,1.41,1.0,4.23,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 200 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.05,0.21,15.0,0.6,2.06,1.5,5.16,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 200 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.82,0.13,10.0,0.3,1.24,0.6,4.06,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 200 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,3.62,0.24,20.0,0.76,2.31,1.7,3.0,DAP,"The soil is very acidic and has excess exchangeable acidity which is likely to impair crops' production in Wilson Keimei fields. Hence, acidifying fertilizer like DAP should be avoided. Phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 1 ton/acre of agricultural lime in Wilson Keimei fields and 300 kg/acre of agricultural lime in David Kisorio field at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,3.77,0.22,15.0,0.72,2.2,2.0,2.66,DAP,"The soil is very acidic and has excess exchangeable acidity which is likely to impair crops' production in Wilson Keimei fields. Hence, acidifying fertilizer like DAP should be avoided. Phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 1 ton/acre of agricultural lime in Wilson Keimei fields and 300 kg/acre of agricultural lime in David Kisorio field at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,3.72,0.27,15.0,0.78,2.67,2.0,2.37,DAP,"The soil is very acidic and has excess exchangeable acidity which is likely to impair crops' production in Wilson Keimei fields. Hence, acidifying fertilizer like DAP should be avoided. Phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 1 ton/acre of agricultural lime in Wilson Keimei fields and 300 kg/acre of agricultural lime in David Kisorio field at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.93,0.2,15.0,0.6,1.97,1.5,3.13,DAP,"The soil is very acidic and has excess exchangeable acidity which is likely to impair crops' production in Wilson Keimei fields. Hence, acidifying fertilizer like DAP should be avoided. Phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content apply 1 ton/acre of agricultural lime in Wilson Keimei fields and 300 kg/acre of agricultural lime in David Kisorio field at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.99,0.18,15.0,0.6,1.78,1.5,3.4,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content in David Kisorio fields apply 300 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.02,0.16,15.0,0.52,1.57,2.1,3.81,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content in David Kisorio fields apply 300 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.23,0.17,25.0,0.6,1.62,2.5,4.86,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content in David Kisorio fields apply 300 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.22,0.19,25.0,0.6,1.83,2.5,4.07,NPK 23:23:0,"The soil pH is acidic for crops' growth. Hence, acidifying fertilizer like DAP should be avoided. Nitrogen, phosphorus and calcium are deficient. Soil zinc and organic matter should be improved. To raise soil pH and calcium content in David Kisorio fields apply 300 kg/acre of agricultural lime at least 3 weeks before planting. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.17,0.18,15.0,0.44,1.71,2.3,3.83,NPK 23:23:0,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.73,0.22,30.0,0.88,2.16,3.3,5.16,NPK 23:23:0,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.64,0.22,30.0,0.94,2.23,3.5,6.88,NPK 23:23:0,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.78,0.21,25.0,1.0,2.13,3.7,5.71,NPK 23:23:0,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.3,0.18,15.0,0.58,1.76,2.1,4.42,NPK 23:23:0,"The soil pH is acidic for crops' growth in Joseph Bugei field. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.18,0.17,15.0,0.56,1.61,2.5,4.17,NPK 23:23:0,"The soil pH is acidic for crops' growth in Joseph Bugei field. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.17,0.17,20.0,0.62,1.73,2.5,3.84,NPK 23:23:0,"The soil pH is acidic for crops' growth in Joseph Bugei field. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.0,0.16,40.0,0.38,1.54,2.0,4.19,NPK 23:23:0,"The soil pH is acidic for crops' growth in Joseph Bugei field. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.94,0.14,40.0,0.36,1.44,2.3,5.05,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.27,0.15,25.0,0.62,1.42,2.7,4.78,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.91,0.16,40.0,0.36,1.62,2.0,3.83,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.94,0.16,45.0,0.4,1.63,2.1,3.75,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 80 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.98,0.17,40.0,0.42,1.64,2.3,3.43,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.96,0.16,25.0,0.56,1.59,2.1,3.74,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.02,0.16,20.0,0.46,1.6,2.5,3.88,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.93,0.16,20.0,0.48,1.54,2.1,3.98,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
