county,crop,soil_pH,nitrogen,organic_carbon,phosphorus,potassium,fertilizer_Recommendation,target_fertilizer
Trans Nzoia,Coffee,4.67,0.15,1.68,80.0,0.3,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.55,0.14,1.63,57.0,0.26,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.18,0.13,1.46,48.0,0.26,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.38,0.16,1.76,47.0,0.44,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.58,0.14,1.47,40.0,0.3,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.47,0.15,1.7,121.0,0.56,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.47,0.17,1.89,75.0,0.42,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.51,0.15,1.73,54.0,0.48,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.37,0.15,1.7,58.0,0.46,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.63,0.15,1.67,49.0,0.38,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, potassium, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of N:P:K 17:17:17 per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",NPK 17:17:17
Trans Nzoia,Coffee,4.52,0.16,1.71,48.0,0.36,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, potassium, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of N:P:K 17:17:17 per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",NPK 17:17:17
Trans Nzoia,Coffee,4.6,0.16,1.75,46.0,0.2,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, potassium, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of N:P:K 17:17:17 per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",NPK 17:17:17
Trans Nzoia,Coffee,4.52,0.17,1.82,63.0,0.34,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, potassium, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of N:P:K 17:17:17 per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",NPK 17:17:17
Trans Nzoia,Coffee,4.53,0.16,1.836,58.0,0.44,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.51,0.17,1.93,48.0,0.24,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.53,0.17,1.8,41.0,0.32,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.45,0.15,1.69,41.0,0.44,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.49,0.15,1.65,43.0,0.34,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.59,0.13,1.34,31.0,0.46,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.48,0.16,1.73,53.0,0.42,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.28,0.14,1.62,41.0,0.46,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. Spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.55,0.16,1.83,50.0,0.52,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.43,0.16,1.75,34.0,0.38,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.38,0.15,1.74,42.0,0.32,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.28,0.15,1.75,70.0,0.6,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.62,0.16,1.83,65.0,0.58,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.5,0.15,1.73,60.0,0.36,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.52,0.16,1.77,43.0,0.6,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.41,0.15,1.73,51.0,0.48,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the fields with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.67,0.17,1.88,86.0,0.36,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.38,0.16,1.82,66.0,0.36,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,4.37,0.15,1.67,46.0,0.32,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Coffee growth. Nitrogen, calcium and zinc are deficient. Soil organic matter content should be improved. Coffee: Coffee grows best on fertile soils with pH of 5.3-6.0. Apply 15 kg of well decomposed manure or compost, 200 gm of agricultural lime and 100 gm of CAN per tree in 3-4 equal applications per year. All nutrient materials should be worked lightly with a fork jembe into the soil under a tree canopy. In the field with low zinc spray growing trees with a foliar feed containing zinc.",CAN
Uasin Gishu,Maize,4.69,0.31,3.48,57.0,0.34,"The soil reaction (pH) is acidic for crop's growth. Zinc is deficient. Soil organic matter content is sufficient. 
Maize: To raise the soil pH apply 600 kg/acre of agricultural lime one month before planting. To maintain adequate level of organic matter at land preparation apply 1 ton/acre. Also apply 5 kg/acre of zinc sulphate. Mix well with the soil. Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Uasin Gishu,Avocado,6.7,0.33,3.59,265.0,1.4,"The soil reaction (pH) is satisfactory for trees' growth. Soil organic matter content is sufficient. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 5 kg of well decomposed manure or compost mixed with top soil per planting hole. Top dress with 50 gm per tree of ammonium sulphate (AS) in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Apple: Apple trees prefer a soil pH between 5.8 and 7.0. At transplanting time apply 5 kg of well decomposed manure or compost mixed well with top soil per planting hole. 50 gm of AS per tree should be applied 3 months after planting. This is increased at the rate of 50 gm each year to a maximum of 1 kg/tree. To determine the right amount of fertilizers the soil should be tested annually. 
Tree tomato: They grow on soils with a pH of 5 to 8.5. At transplanting time apply 5 kg of well decomposed manure or compost mixed well with top soil per planting hole. Top dress with 50 gm per tree of AS. The fertilizer should be used in two equal split applications during the year at the beginning of rains.",Manure / Compost
Trans Nzoia,Maize,5.13,0.3,3.36,36.0,1.46,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of triple superphosphate (TSP). Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,5.15,0.31,3.42,46.0,0.64,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of triple superphosphate (TSP). Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,5.07,0.28,3.09,33.0,0.84,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of triple superphosphate (TSP). Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,5.49,0.26,2.98,33.0,1.62,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of triple superphosphate (TSP). Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,5.06,0.34,3.74,35.0,1.2,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To raise the soil pH apply 300 kg/acre of agricultural lime one month before planting. To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of TSP. Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,4.9,0.3,3.37,30.0,1.32,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To raise the soil pH apply 300 kg/acre of agricultural lime one month before planting. To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of TSP. Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,4.93,0.35,3.86,33.0,0.78,"All fields have similar soil fertility status. The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content is sufficient. Maize: To raise the soil pH apply 300 kg/acre of agricultural lime one month before planting. To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of TSP. Top dress with 50 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Trans Nzoia,Maize,5.11,0.22,2.53,31.0,1.78,"The soil reaction (pH) is acidic for 
Maize cultivation. Zinc is deficient. Soil organic matter content should be improved. Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 80 kg/acre of TSP. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",CAN
Uasin Gishu,Maize,5.87,0.15,1.86,10.0,0.16,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, phosphorus, potassium and zinc are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 150 kg/acre of N:P:K 17:17:17. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Wheat: Wheat grows best when the soil pH is between 6.0 and 7.0. At planting time apply by spreading 150 kg/acre of N:P:K 17:17:17. 
Beans: Before sowing apply by incorporation into the soil along the ridges 150 kg/acre of N:P:K 17:17:17. Plant Rhizobia inoculated seeds to encourage nitrogen fixation.",NPK 17:17:17
Trans Nzoia,Avocado,5.03,0.35,3.84,51.0,1.3,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Top dress with 50 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Beans: At land preparation apply 1 ton/acre of well decomposed manure or compost. Mix well with the soil. Before sowing apply by incorporation into the soil along the ridges 100 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. ",CAN
Trans Nzoia,Avocado,5.24,0.2,2.24,16.0,0.62,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Top dress with 50 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Beans: At land preparation apply 1 ton/acre of well decomposed manure or compost. Mix well with the soil. Before sowing apply by incorporation into the soil along the ridges 100 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. ",CAN
Trans Nzoia,Avocado,5.02,0.3,3.36,19.0,0.7,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Top dress with 50 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Beans: At land preparation apply 1 ton/acre of well decomposed manure or compost. Mix well with the soil. Before sowing apply by incorporation into the soil along the ridges 100 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. ",CAN
Trans Nzoia,Avocado,5.22,0.22,2.51,14.0,0.32,"Both fields have similar soil fertility status. The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Top dress with 50 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Beans: At land preparation apply 1 ton/acre of well decomposed manure or compost. Mix well with the soil. Before sowing apply by incorporation into the soil along the ridges 100 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. ",CAN
Trans Nzoia,Maize,4.66,0.14,1.65,31.0,0.56,"The soil reaction (pH) is acidic for crops' growth. Nitrogen, calcium and zinc are deficient. Phosphorus is at deficiency threshold level. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 400 kg/acre of agricultural lime one month before planting. At land preparation apply 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 50 kg/acre of DAP. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",DAP
Trans Nzoia,Maize,5.1,0.11,1.42,9.0,0.38,"Both fields have similar soil fertility status. The soil reaction (pH) is acidic for crops' growth. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 250 kg/acre of agricultural lime one month before planting. At land preparation apply 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 100 kg/acre of DAP. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",DAP
Trans Nzoia,Maize,5.04,0.12,1.47,26.0,0.36,"Both fields have similar soil fertility status. The soil reaction (pH) is acidic for crops' growth. Nitrogen, phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. 
Maize: To raise soil pH and calcium content apply through broadcasting 250 kg/acre of agricultural lime one month before planting. At land preparation apply 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 100 kg/acre of DAP. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. ",DAP
Trans Nzoia,Vegetables,5.57,0.21,2.43,6.0,0.2,"
The soil reaction (pH) is satisfactory for crop's growth. Phosphorus, potassium and zinc are deficient. Soil organic matter content should be improved. 
Vegetables: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 150 kg/acre of N:P:K 17:17:17. Top dress with 50 kg/acre of CAN when plants are 20-25 cm high followed by 50 kg/acre of CAN 3-4 weeks later.",NPK 17:17:17
